"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000041988",103.486966626967,-0.275697294603694,0.162655063094995,-1.69498132648154,0.0900789632313189,0.337467230430014
"ENSG00000142611",23.8086402244034,-1.88467130983252,0.878627885406829,-2.14501649803645,0.0319515279289637,0.181717324534153
"ENSG00000225630",924.420627458475,0.739475810545141,0.372305205089327,1.98620862785874,0.0470101632424529,0.23191046117785
"ENSG00000067606",24.068313478125,0.338018658685401,0.412582919120478,0.81927448525007,0.412629826353175,0.720070810470955
"ENSG00000131584",737.094391629902,-0.046706180514732,0.214053584289517,-0.21819854439606,0.827274419164432,0.941571956497478
"ENSG00000169972",135.500647581611,-0.148292616105815,0.183053366982793,-0.810105919110212,0.417879302638898,0.724647908347482
"ENSG00000157911",166.646175073638,-0.192469215942548,0.216076428797233,-0.890746006003099,0.373065447553975,0.691815215489439
"ENSG00000269896",9.15540667356484,0.549496576026778,0.630609344952139,0.871373982046655,0.383549987159099,0.700651432833807
"ENSG00000237973",97.6450114147764,-0.324251269131897,0.277697574749678,-1.167641703116,0.242951321009847,0.566051784988891
"ENSG00000224051",313.375600806809,0.0513640585272037,0.152252380521299,0.337361283622218,0.735844566837639,0.909162253454968
"ENSG00000157933",2050.70440247257,-0.0184778662250487,0.198079578115821,-0.09328506452212,0.925677097125226,0.976213260220886
"ENSG00000162591",3362.74666705321,1.48414090237384,0.589698439090083,2.5167794316429,0.011843294539882,0.0938605164022522
"ENSG00000169962",6.87601794446317,-0.361961603712982,0.724734247569055,-0.499440456866906,0.61746912402234,0.850411494039037
"ENSG00000116285",995.376701078656,-0.667693759541251,0.49033732041426,-1.36170291703913,0.173291660312388,0.481266981403179
"ENSG00000142655",282.747384752695,0.203947255345472,0.143784400331476,1.41842407712727,0.156066990278853,0.455673229204751
"ENSG00000007923",578.130994919671,-0.00967143084642968,0.100370373300245,-0.0963574262845361,0.923236703634855,0.975049987760842
"ENSG00000171621",647.542683251099,0.391930113782485,0.226990626926742,1.72663567253363,0.084233115138003,0.325963346595875
"ENSG00000162441",483.274440183236,-0.186929284588295,0.147768514305945,-1.26501430610089,0.205866199574534,0.520837763331399
"ENSG00000287356",8.43196774531484,0.551042336797063,0.673252145106897,0.818478397435435,0.413084072318517,0.72051954019341
"ENSG00000227372",257.171564272105,0.0599481847615827,0.274879665499888,0.218088830443542,0.827359899970459,0.941571956497478
"ENSG00000142583",59.6013824325607,2.77316718308023,1.06721704865117,2.59850345024488,0.00936311040871238,0.0799692759323554
"ENSG00000107404",1305.59636345538,-0.236074452400221,0.196165904250811,-1.20344283733622,0.228804999331193,0.54896221194328
"ENSG00000177000",215.152080171569,0.192973434023962,0.180729759441222,1.06774575820051,0.285635211585015,0.612060889291026
"ENSG00000074800",16628.3998204736,-0.173288802683726,0.234806864890579,-0.738005691462553,0.460510990571928,0.756332888886707
"ENSG00000234546",9.81512547260449,0.437579547919594,0.495928474894167,0.882344067887965,0.377590772445253,0.695148895296189
"ENSG00000176022",413.063412546689,-0.010223324596866,0.185007832621228,-0.0552588744596371,0.95593222550401,0.986703444961149
"ENSG00000162496",1686.29722058065,0.497137487340332,0.214047138231143,2.32256077539092,0.0202027599570798,0.134703491150215
"ENSG00000173614",163.036715748308,0.122646410315745,0.166743029950471,0.735541451730699,0.46200980470651,0.757938669855109
"ENSG00000248527",5106.48949060441,-0.212914696782524,0.269758868653172,-0.789277838558361,0.429949636359392,0.734601961071165
"ENSG00000116273",345.712440485131,-0.0800710589060175,0.217974011334997,-0.367342227706949,0.713363759275139,0.899285532661176
"ENSG00000049245",2607.80641184141,0.242280052749026,0.134339234168318,1.80349437190825,0.0713106085371812,0.295634737179094
"ENSG00000179743",14.4796627249859,-0.383583661807943,0.446482313239245,-0.859123979682488,0.390272118757144,0.705145136338935
"ENSG00000171603",5165.21210731698,0.434837477696567,0.184277998520958,2.35968200863172,0.0182906060024088,0.126397249960742
"ENSG00000177674",445.945344777199,0.551695227427572,0.204267096990086,2.70085214680634,0.0069162076913786,0.0637086701855568
"ENSG00000162572",33.2809090740914,0.700043955145132,0.45515567661493,1.53803191108475,0.124040812506572,0.40289334885469
"ENSG00000171608",212.146318541693,0.393038123703591,0.450744475929178,0.871975464354545,0.383221762813892,0.700521142125858
"ENSG00000171729",54.020766748394,0.608859600681809,0.516407746800328,1.17902878966149,0.238386712110696,0.561637509489834
